agent,trial,episode,cumulativeReward,averageReward,cumulativeSteps,numSteps
Q-Learning,3,32,-812.6448372144462,-0.062066538835251234,9203.0,86.0
Q-Learning,3,33,-816.6825595542778,-0.055311264929200146,9276.0,73.0
Q-Learning,3,34,-832.2202818941093,-0.08264745925442349,9464.0,188.0
Q-Learning,3,35,-834.958004233941,-0.04562870566386026,9524.0,60.0
Q-Learning,3,36,-845.1957265737726,-0.0758349802950488,9659.0,135.0
Q-Learning,3,37,-849.4334489136043,-0.05650296453108813,9734.0,75.0
Q-Learning,3,38,-853.2711712534359,-0.05405242732157199,9805.0,71.0
Q-Learning,3,39,-861.4088935932675,-0.07138352929676839,9919.0,114.0
Q-Learning,3,40,-866.2466159330992,-0.05972496715841491,10000.0,81.0
Q-Learning,3,41,-873.9843382729308,-0.07034293036210543,10110.0,110.0
Q-Learning,3,42,-884.1220606127624,-0.07565464432710141,10244.0,134.0
Q-Learning,3,43,-886.559782952594,-0.04276705859353713,10301.0,57.0
Q-Learning,3,44,-894.1975052924256,-0.07007084715441833,10410.0,109.0
Q-Learning,3,45,-895.9352276322572,-0.03475444679663238,10460.0,50.0
Q-Learning,3,46,-899.2729499720889,-0.05057155060350929,10526.0,66.0
Q-Learning,3,47,-904.5106723119205,-0.06162026282154831,10611.0,85.0
Q-Learning,3,48,-910.3483946517522,-0.06415079494320444,10702.0,91.0
Q-Learning,3,49,-915.3861169915838,-0.06069544987748924,10785.0,83.0
Q-Learning,3,50,-916.6238393314154,-0.02750494088514713,10830.0,45.0
Q-Learning,3,51,-931.9615616712471,-0.08246087279479362,11016.0,186.0
Q-Learning,3,52,-942.1992840110787,-0.0758349802950488,11151.0,135.0
Q-Learning,3,53,-958.3370063509103,-0.08318413577232797,11345.0,194.0
Q-Learning,3,54,-960.7747286907419,-0.04276705859353713,11402.0,57.0
Q-Learning,3,55,-961.3124510305735,-0.014150587890305854,11440.0,38.0
Q-Learning,3,56,-973.150173370405,-0.07839551218431512,11591.0,151.0
Q-Learning,3,57,-974.3878957102366,-0.02750494088514713,11636.0,45.0
Q-Learning,3,58,-975.1256180500683,-0.018443058495790567,11676.0,40.0
Q-Learning,3,59,-982.4633403898998,-0.06922379565878867,11782.0,106.0
Q-Learning,3,60,-986.7010627297315,-0.05650296453108813,11857.0,75.0
Q-Learning,3,61,-986.5387850695631,0.005234763231238006,11888.0,31.0
Q-Learning,3,62,-992.7765074093948,-0.06566023515612213,11983.0,95.0
Q-Learning,3,63,-998.3142297492263,-0.06292866295263187,12071.0,88.0
Q-Learning,3,64,-1001.951952089058,-0.052720613620748,12140.0,69.0
Q-Learning,3,65,-1010.8896744288895,-0.07326001917894748,12262.0,122.0
Q-Learning,3,66,-1011.2273967687212,-0.009381176106433952,12298.0,36.0
Q-Learning,3,67,-1014.8651191085528,-0.052720613620748,12367.0,69.0
Q-Learning,3,68,-1022.5028414483844,-0.07007084715441833,12476.0,109.0
Q-Learning,3,69,-1023.8405637882161,-0.029080920431122183,12522.0,46.0
Q-Learning,3,70,-1030.0782861280477,-0.06566023515612213,12617.0,95.0
Q-Learning,3,71,-1031.7160084678794,-0.03342290489452285,12666.0,49.0
Q-Learning,3,72,-1039.653730807711,-0.07087252089135354,12778.0,112.0
Q-Learning,3,73,-1043.8914531475427,-0.05650296453108813,12853.0,75.0
Q-Learning,3,74,-1046.1291754873744,-0.04068586072421122,12908.0,55.0
Q-Learning,3,75,-1052.466897827206,-0.06601794103991253,13004.0,96.0
Q-Learning,3,76,-1058.5046201670375,-0.06492174558958713,13097.0,93.0
Q-Learning,3,77,-1060.042342506869,-0.03203588207982541,13145.0,48.0
Q-Learning,3,78,-1070.4800648467008,-0.07618775430534006,13282.0,137.0
Q-Learning,3,79,-1077.0177871865324,-0.06671145244726125,13380.0,98.0
Q-Learning,3,80,-1085.355509526364,-0.07187691672268616,13496.0,116.0
Q-Learning,3,81,-1089.1932318661954,-0.05405242732157199,13567.0,71.0
Q-Learning,3,82,-1090.1309542060271,-0.02232672237694338,13609.0,42.0
Q-Learning,3,83,-1095.9686765458587,-0.06415079494320444,13700.0,91.0
Q-Learning,3,84,-1099.1063988856904,-0.04902691155986897,13764.0,64.0
Q-Learning,3,85,-1100.7441212255221,-0.03342290489452285,13813.0,49.0
Q-Learning,3,86,-1106.5818435653537,-0.06415079494320444,13904.0,91.0
Q-Learning,3,87,-1114.2195659051852,-0.07007084715441833,14013.0,109.0
Q-Learning,3,88,-1119.6572882450168,-0.06250255563024834,14100.0,87.0
Q-Learning,3,89,-1122.4950105848484,-0.04652003835789533,14161.0,61.0
Q-Learning,3,90,-1122.83273292468,-0.009381176106433952,14197.0,36.0
Q-Learning,3,91,-1123.4704552645117,-0.016351854867477502,14236.0,39.0
Q-Learning,3,92,-1126.3081776043432,-0.04652003835789533,14297.0,61.0
Q-Learning,3,93,-1132.6458999441747,-0.06601794103991253,14393.0,96.0
Q-Learning,3,94,-1135.8836222840064,-0.049811112920486365,14458.0,65.0
Q-Learning,3,95,-1136.721344623838,-0.020432252191015177,14499.0,41.0
Q-Learning,3,96,-1139.0590669636695,-0.041745041782707444,14555.0,56.0
Q-Learning,3,97,-1139.4967893035011,-0.011830333508962766,14592.0,37.0
Q-Learning,3,98,-1139.7345116433328,-0.006792066852332062,14627.0,35.0
Q-Learning,3,99,-1138.7722339831644,0.041838159137755605,14650.0,23.0
Q-Learning,4,0,-55.03772233983218,-0.09440432648341712,583.0,583.0
Q-Learning,4,1,-142.8754446796629,-0.09641901464306336,1494.0,911.0
Q-Learning,4,2,-218.9131670194943,-0.0958861567967609,2287.0,793.0
Q-Learning,4,3,-238.05088935932596,-0.08543626044567709,2511.0,224.0
Q-Learning,4,4,-272.68861169915783,-0.09139240722910788,2890.0,379.0
Q-Learning,4,5,-291.3263340389895,-0.08510375497640028,3109.0,219.0
Q-Learning,4,6,-360.76405637882124,-0.09551268547432155,3836.0,727.0
Q-Learning,4,7,-374.90177871865285,-0.08125127781512412,4010.0,174.0
Q-Learning,4,8,-398.6395010584846,-0.08791749014752494,4280.0,270.0
Q-Learning,4,9,-441.7772233983166,-0.09296922918067244,4744.0,464.0
Q-Learning,4,10,-480.61494573814855,-0.09225112194734429,5165.0,421.0
Q-Learning,4,11,-498.4526680779802,-0.08453896843522109,5376.0,211.0
Q-Learning,4,12,-522.190390417812,-0.08791749014752494,5646.0,270.0
Q-Learning,4,13,-546.6281127576437,-0.08822282433152254,5923.0,277.0
Q-Learning,4,14,-550.0658350974753,-0.05130928865420318,5990.0,67.0
Q-Learning,4,15,-572.703557437307,-0.08740433335842362,6249.0,259.0
Q-Learning,4,16,-574.7412797771386,-0.038447591317577696,6302.0,53.0
Q-Learning,4,17,-605.1790021169704,-0.0903196508600351,6639.0,337.0
Q-Learning,4,18,-610.616724456802,-0.06250255563024834,6726.0,87.0
Q-Learning,4,19,-638.3544467966337,-0.08947652367687675,7036.0,310.0
Q-Learning,4,20,-641.1921691364654,-0.04652003835789533,7097.0,61.0
Q-Learning,4,21,-653.729891476297,-0.07935267303690874,7255.0,158.0
Q-Learning,4,22,-660.7676138161286,-0.06832740135758834,7358.0,103.0
Q-Learning,4,23,-676.7053361559601,-0.08300897051995636,7550.0,192.0
Q-Learning,4,24,-688.4430584957918,-0.07825148226554389,7700.0,150.0
Q-Learning,4,25,-693.8807808356233,-0.06250255563024834,7787.0,87.0
Q-Learning,4,26,-702.118503175455,-0.07163236817244865,7902.0,115.0
Q-Learning,4,27,-705.1562255152866,-0.048217814917962135,7965.0,63.0
Q-Learning,4,28,-716.0939478551181,-0.07702621366078581,8107.0,142.0
Q-Learning,4,29,-722.0316701949497,-0.06454046021556091,8199.0,92.0
Q-Learning,4,30,-723.3693925347814,-0.029080920431122183,8245.0,46.0
Q-Learning,4,31,-726.407114874613,-0.048217814917962135,8308.0,63.0
Q-Learning,4,32,-731.6448372144446,-0.06162026282154831,8393.0,85.0
Q-Learning,4,33,-739.1825595542762,-0.0697937253688111,8501.0,108.0
Q-Learning,4,34,-744.2202818941078,-0.06069544987748924,8584.0,83.0
Q-Learning,4,35,-751.5580042339393,-0.06922379565878867,8690.0,106.0
Q-Learning,4,36,-771.695726573771,-0.08605864247791317,8924.0,234.0
Q-Learning,4,37,-797.6334489136028,-0.08882781623230057,9216.0,292.0
Q-Learning,4,38,-808.6711712534344,-0.07718686950931179,9359.0,143.0
Q-Learning,4,39,-825.808893593266,-0.08400844284231196,9563.0,204.0
Q-Learning,4,40,-829.5466159330977,-0.05339603342616588,9633.0,70.0
Q-Learning,4,41,-832.9843382729292,-0.05130928865420318,9700.0,67.0
Q-Learning,4,42,-836.3220606127609,-0.05057155060350929,9766.0,66.0
Q-Learning,4,43,-840.9597829525925,-0.058705346073817825,9845.0,79.0
Q-Learning,4,44,-846.5975052924241,-0.06334519482956859,9934.0,89.0
Q-Learning,4,45,-849.6352276322557,-0.048217814917962135,9997.0,63.0
Q-Learning,4,46,-851.1729499720873,-0.03203588207982541,10045.0,48.0
Q-Learning,4,47,-855.7106723119189,-0.058175927433738575,10123.0,78.0
Q-Learning,4,48,-864.7483946517505,-0.07347741739700482,10246.0,123.0
Q-Learning,4,49,-881.0861169915821,-0.08335572622363076,10442.0,196.0
Q-Learning,4,50,-889.2238393314137,-0.07138352929676839,10556.0,114.0
Q-Learning,4,51,-893.1615616712453,-0.054690588053216825,10628.0,72.0
Q-Learning,4,52,-899.999284011077,-0.06770022118645148,10729.0,101.0
Q-Learning,4,53,-903.2370063509086,-0.049811112920486365,10794.0,65.0
Q-Learning,4,54,-908.5747286907402,-0.062066538835251234,10880.0,86.0
Q-Learning,4,55,-908.8124510305719,-0.006792066852332062,10915.0,35.0
Q-Learning,4,56,-919.9501733704035,-0.07734529402660822,11059.0,144.0
Q-Learning,4,57,-928.3878957102351,-0.0721172849558256,11176.0,117.0
Q-Learning,4,58,-935.8256180500666,-0.0695114237367439,11283.0,107.0
Q-Learning,4,59,-937.1633403898983,-0.029080920431122183,11329.0,46.0
Q-Learning,4,60,-941.4010627297299,-0.05650296453108813,11404.0,75.0
Q-Learning,4,61,-944.0387850695615,-0.04470715830223078,11463.0,59.0
Q-Learning,4,62,-954.0765074093931,-0.07547159654008713,11596.0,133.0
Q-Learning,4,63,-954.0142297492247,0.0019461768802618157,11628.0,32.0
Q-Learning,4,64,-955.9519520890562,-0.03726389115060805,11680.0,52.0
Q-Learning,4,65,-958.4896744288878,-0.043753833445372696,11738.0,58.0
Q-Learning,4,66,-963.0273967687194,-0.058175927433738575,11816.0,78.0
Q-Learning,4,67,-966.3651191085511,-0.05057155060350929,11882.0,66.0
Q-Learning,4,68,-969.1028414483827,-0.04562870566386026,11942.0,60.0
Q-Learning,4,69,-973.3405637882144,-0.05650296453108813,12017.0,75.0
Q-Learning,4,70,-975.578286128046,-0.04068586072421122,12072.0,55.0
Q-Learning,4,71,-980.5160084678776,-0.0602161260955074,12154.0,82.0
Q-Learning,4,72,-981.4537308077091,-0.02232672237694338,12196.0,42.0
Q-Learning,4,73,-982.4914531475407,-0.024133077670502826,12239.0,43.0
Q-Learning,4,74,-986.0291754873723,-0.05202532852693548,12307.0,68.0
Q-Learning,4,75,-993.5668978272039,-0.0697937253688111,12415.0,108.0
Q-Learning,4,76,-994.5046201670355,-0.02232672237694338,12457.0,42.0
Q-Learning,4,77,-999.542342506867,-0.06069544987748924,12540.0,83.0
Q-Learning,4,78,-1012.3800648466986,-0.07973740583746322,12701.0,161.0
Q-Learning,4,79,-1018.5177871865302,-0.06529491850884685,12795.0,94.0
Q-Learning,4,80,-1035.4555095263618,-0.08385011059322593,12997.0,202.0
Q-Learning,4,81,-1045.2932318661933,-0.07509711709795107,13128.0,131.0
Q-Learning,4,82,-1048.6309542060249,-0.05057155060350929,13194.0,66.0
Q-Learning,4,83,-1051.1686765458564,-0.043753833445372696,13252.0,58.0
Q-Learning,4,84,-1049.906398885688,0.06311388300841894,13272.0,20.0
Q-Learning,4,85,-1050.6441212255197,-0.018443058495790567,13312.0,40.0
Q-Learning,4,86,-1051.6818435653513,-0.024133077670502826,13355.0,43.0
Q-Learning,4,87,-1067.319565905183,-0.08273927163932072,13544.0,189.0
Q-Learning,4,88,-1066.8572882450146,0.016509916434584944,13572.0,28.0
Q-Learning,4,89,-1066.8950105848462,-0.0011431012070188481,13605.0,33.0
Q-Learning,4,90,-1073.1327329246778,-0.06566023515612213,13700.0,95.0
Q-Learning,4,91,-1076.0704552645095,-0.04738261838438088,13762.0,62.0
Q-Learning,4,92,-1077.408177604341,-0.029080920431122183,13808.0,46.0
Q-Learning,4,93,-1083.7458999441726,-0.06601794103991253,13904.0,96.0
Q-Learning,4,94,-1083.4836222840042,0.008742588672279276,13934.0,30.0
Q-Learning,4,95,-1087.121344623836,-0.052720613620748,14003.0,69.0
Q-Learning,4,96,-1089.6590669636676,-0.043753833445372696,14061.0,58.0
Q-Learning,4,97,-1097.8967893034992,-0.07163236817244865,14176.0,115.0
Q-Learning,4,98,-1097.8345116433309,0.0019461768802618157,14208.0,32.0
Q-Learning,4,99,-1097.8722339831625,-0.0011431012070188481,14241.0,33.0
Q-Learning,5,0,-10.237722339831588,-0.0758349802950488,135.0,135.0
Q-Learning,5,1,-142.4754446796598,-0.09759241501094335,1490.0,1355.0
Q-Learning,5,2,-209.91316701949168,-0.09538574588377918,2197.0,707.0
Q-Learning,5,3,-223.85088935932328,-0.08103326941762554,2369.0,172.0
Q-Learning,5,4,-252.3886116991551,-0.08974126521959687,2687.0,318.0
Q-Learning,5,5,-336.12633403898604,-0.09625025556302408,3557.0,870.0
Q-Learning,5,6,-361.5640563788178,-0.08863317888443122,3844.0,287.0
Q-Learning,5,7,-389.5017787186496,-0.08954398185843523,4156.0,312.0
Q-Learning,5,8,-393.8395010584812,-0.057075293945152754,4232.0,76.0
Q-Learning,5,9,-506.2772233983105,-0.09718039960227254,5389.0,1157.0
Q-Learning,5,10,-520.2149457381421,-0.08103326941762554,5561.0,172.0
Q-Learning,5,11,-535.0526680779737,-0.08197636651840666,5742.0,181.0
Q-Learning,5,12,-553.3903904178054,-0.08489686268440583,5958.0,216.0
Q-Learning,5,13,-572.9281127576371,-0.08569176464838453,6186.0,228.0
Q-Learning,5,14,-581.2658350974687,-0.07187691672268616,6302.0,116.0
Q-Learning,5,15,-604.0035574373004,-0.087452778230122,6562.0,260.0
Q-Learning,5,16,-635.7412797771323,-0.09067920668523385,6912.0,350.0
Q-Learning,5,17,-657.479002116964,-0.08695088935932682,7162.0,250.0
Q-Learning,5,18,-683.6167244567957,-0.08890381748242097,7456.0,294.0
Q-Learning,5,19,-710.5544467966275,-0.08919775609215821,7758.0,302.0
Q-Learning,5,20,-718.8921691364591,-0.07187691672268616,7874.0,116.0
Q-Learning,5,21,-731.1298914762907,-0.07895304735375214,8029.0,155.0
Q-Learning,5,22,-736.0676138161223,-0.0602161260955074,8111.0,82.0
Q-Learning,5,23,-738.1053361559539,-0.038447591317577696,8164.0,53.0
Q-Learning,5,24,-764.3430584957856,-0.08894143166044667,8459.0,295.0
Q-Learning,5,25,-780.7807808356173,-0.0834402149230032,8656.0,197.0
Q-Learning,5,26,-784.118503175449,-0.05057155060350929,8722.0,66.0
Q-Learning,5,27,-790.5562255152805,-0.06636827154465569,8819.0,97.0
Q-Learning,5,28,-799.0939478551121,-0.0723535791511152,8937.0,118.0
Q-Learning,5,29,-802.9316701949438,-0.05405242732157199,9008.0,71.0
Q-Learning,5,30,-841.1693925347757,-0.09213908997549865,9423.0,415.0
Q-Learning,5,31,-848.0071148746074,-0.06770022118645148,9524.0,101.0
Q-Learning,5,32,-851.244837214439,-0.049811112920486365,9589.0,65.0
Q-Learning,5,33,-863.3825595542706,-0.07881637883007521,9743.0,154.0
Q-Learning,5,34,-868.2202818941023,-0.05972496715841491,9824.0,81.0
Q-Learning,5,35,-873.4580042339339,-0.06162026282154831,9909.0,85.0
Q-Learning,5,36,-880.2957265737655,-0.06770022118645148,10010.0,101.0
Q-Learning,5,37,-883.233448913597,-0.04738261838438088,10072.0,62.0
Q-Learning,5,38,-926.3711712534291,-0.09296922918067244,10536.0,464.0
Q-Learning,5,39,-932.6088935932607,-0.06566023515612213,10631.0,95.0
Q-Learning,5,40,-932.3466159330924,0.008742588672279276,10661.0,30.0
Q-Learning,5,41,-941.384338272924,-0.07347741739700482,10784.0,123.0
Q-Learning,5,42,-949.3220606127555,-0.07087252089135354,10896.0,112.0
Q-Learning,5,43,-951.8597829525871,-0.043753833445372696,10954.0,58.0
Q-Learning,5,44,-959.5975052924188,-0.07034293036210543,11064.0,110.0
Q-Learning,5,45,-967.0352276322503,-0.0695114237367439,11171.0,107.0
Q-Learning,5,46,-967.5729499720819,-0.014150587890305854,11209.0,38.0
Q-Learning,5,47,-971.6106723119135,-0.055311264929200146,11282.0,73.0
Q-Learning,5,48,-975.2483946517451,-0.052720613620748,11351.0,69.0
Q-Learning,5,49,-989.1861169915767,-0.08103326941762554,11523.0,172.0
Q-Learning,5,50,-992.0238393314083,-0.04652003835789533,11584.0,61.0
Q-Learning,5,51,-994.4615616712399,-0.04276705859353713,11641.0,57.0
Q-Learning,5,52,-994.6992840110715,-0.006792066852332062,11676.0,35.0
Q-Learning,5,53,-1002.0370063509031,-0.06922379565878867,11782.0,106.0
Q-Learning,5,54,-1016.7747286907347,-0.08187623522128669,11962.0,180.0
Q-Learning,5,55,-1023.1124510305664,-0.06601794103991253,12058.0,96.0
Q-Learning,5,56,-1024.350173370398,-0.02750494088514713,12103.0,45.0
Q-Learning,5,57,-1027.7878957102296,-0.05130928865420318,12170.0,67.0
Q-Learning,5,58,-1030.2256180500613,-0.04276705859353713,12227.0,57.0
Q-Learning,5,59,-1031.363340389893,-0.025857325905264118,12271.0,44.0
Q-Learning,5,60,-1032.3010627297247,-0.02232672237694338,12313.0,42.0
Q-Learning,5,61,-1035.8387850695563,-0.05202532852693548,12381.0,68.0
Q-Learning,5,62,-1035.8765074093878,-0.0011431012070188481,12414.0,33.0
Q-Learning,5,63,-1036.9142297492194,-0.024133077670502826,12457.0,43.0
Q-Learning,5,64,-1039.251952089051,-0.041745041782707444,12513.0,56.0
Q-Learning,5,65,-1046.8896744288825,-0.07007084715441833,12622.0,109.0
Q-Learning,5,66,-1060.727396768714,-0.08092235286451223,12793.0,171.0
Q-Learning,5,67,-1063.6651191085457,-0.04738261838438088,12855.0,62.0
Q-Learning,5,68,-1066.7028414483773,-0.048217814917962135,12918.0,63.0
Q-Learning,5,69,-1070.2405637882089,-0.05202532852693548,12986.0,68.0
Q-Learning,5,70,-1072.0782861280404,-0.03603377136924742,13037.0,51.0
Q-Learning,5,71,-1082.016008467872,-0.07528577530175447,13169.0,132.0
Q-Learning,5,72,-1086.6537308077036,-0.058705346073817825,13248.0,79.0
Q-Learning,5,73,-1095.291453147535,-0.07258590201539154,13367.0,119.0
Q-Learning,5,74,-1101.0291754873667,-0.06375247044257339,13457.0,90.0
Q-Learning,5,75,-1109.4668978271984,-0.0721172849558256,13574.0,117.0
Q-Learning,5,76,-1109.6046201670301,-0.004050657053871237,13608.0,34.0
Q-Learning,5,77,-1117.0423425068618,-0.0695114237367439,13715.0,107.0
Q-Learning,5,78,-1123.3800648466934,-0.06601794103991253,13811.0,96.0
Q-Learning,5,79,-1139.017787186525,-0.08273927163932072,14000.0,189.0
Q-Learning,5,80,-1137.8555095263566,0.05534655524611329,14021.0,21.0
Q-Learning,5,81,-1141.3932318661882,-0.05202532852693548,14089.0,68.0
Q-Learning,5,82,-1142.83095420602,-0.030589837017694046,14136.0,47.0
Q-Learning,5,83,-1144.6686765458514,-0.03603377136924742,14187.0,51.0
Q-Learning,5,84,-1147.3063988856832,-0.04470715830223078,14246.0,59.0
Q-Learning,5,85,-1149.1441212255147,-0.03603377136924742,14297.0,51.0
Q-Learning,5,86,-1149.6818435653463,-0.014150587890305854,14335.0,38.0
Q-Learning,5,87,-1156.0195659051778,-0.06601794103991253,14431.0,96.0
Q-Learning,5,88,-1158.3572882450094,-0.041745041782707444,14487.0,56.0
Q-Learning,5,89,-1159.595010584841,-0.02750494088514713,14532.0,45.0
Q-Learning,5,90,-1164.3327329246727,-0.0592215292478951,14612.0,80.0
Q-Learning,5,91,-1171.7704552645043,-0.0695114237367439,14719.0,107.0
Q-Learning,5,92,-1174.008177604336,-0.04068586072421122,14774.0,55.0
Q-Learning,5,93,-1175.3458999441675,-0.029080920431122183,14820.0,46.0
Q-Learning,5,94,-1178.4836222839992,-0.04902691155986897,14884.0,64.0
Q-Learning,5,95,-1180.121344623831,-0.03342290489452285,14933.0,49.0
Q-Learning,5,96,-1184.0590669636626,-0.054690588053216825,15005.0,72.0
Q-Learning,5,97,-1186.8967893034942,-0.04652003835789533,15066.0,61.0
Q-Learning,5,98,-1189.9345116433258,-0.048217814917962135,15129.0,63.0
Q-Learning,5,99,-1196.9722339831574,-0.06832740135758834,15232.0,103.0
Q-Learning,6,0,-40.43772233983197,-0.0925348337295926,437.0,437.0
Q-Learning,6,1,-75.47544467966387,-0.09148230375935221,820.0,383.0
Q-Learning,6,2,-106.81316701949571,-0.09057145184922498,1166.0,346.0
Q-Learning,6,3,-203.35088935932595,-0.09673118470924873,2164.0,998.0
Q-Learning,6,4,-276.7886116991575,-0.09574670448478688,2931.0,767.0
Q-Learning,6,5,-292.4263340389891,-0.08273927163932072,3120.0,189.0
Q-Learning,6,6,-344.1640563788213,-0.09406858607242206,3670.0,550.0
Q-Learning,6,7,-371.30177871865305,-0.08926882348628876,3974.0,304.0
Q-Learning,6,8,-406.13950105848494,-0.09143759144312832,4355.0,381.0
Q-Learning,6,9,-433.4772233983167,-0.08933896189487511,4661.0,306.0
Q-Learning,6,10,-489.6149457381489,-0.09450795006705756,5255.0,594.0
Q-Learning,6,11,-517.2526680779807,-0.08944246711919673,5564.0,309.0
Q-Learning,6,12,-530.7903904178123,-0.08058168059423564,5732.0,168.0
Q-Learning,6,13,-534.3281127576439,-0.05202532852693548,5800.0,68.0
Q-Learning,6,14,-543.1658350974755,-0.073039027601914,5921.0,121.0
Q-Learning,6,15,-588.0035574373074,-0.09321771796222876,6402.0,481.0
Q-Learning,6,16,-603.1412797771391,-0.08227023010778049,6586.0,184.0
Q-Learning,6,17,-607.6790021169707,-0.058175927433738575,6664.0,78.0
Q-Learning,6,18,-627.2167244568024,-0.08569176464838453,6892.0,228.0
Q-Learning,6,19,-642.6544467966339,-0.08255466491888563,7079.0,187.0
Q-Learning,6,20,-645.8921691364656,-0.049811112920486365,7144.0,65.0
Q-Learning,6,21,-669.7298914762973,-0.08796207505472965,7415.0,271.0
Q-Learning,6,22,-671.8676138161289,-0.03958745073762255,7469.0,54.0
Q-Learning,6,23,-679.2053361559605,-0.06922379565878867,7575.0,106.0
Q-Learning,6,24,-695.8430584957921,-0.08360664492377705,7774.0,199.0
Q-Learning,6,25,-704.6807808356236,-0.073039027601914,7895.0,121.0
Q-Learning,6,26,-709.7185031754552,-0.06069544987748924,7978.0,83.0
Q-Learning,6,27,-712.5562255152869,-0.04652003835789533,8039.0,61.0
Q-Learning,6,28,-716.7939478551185,-0.05650296453108813,8114.0,75.0
Q-Learning,6,29,-721.0316701949502,-0.05650296453108813,8189.0,75.0
Q-Learning,6,30,-725.6693925347818,-0.058705346073817825,8268.0,79.0
Q-Learning,6,31,-738.1071148746133,-0.07922116140020115,8425.0,157.0
Q-Learning,6,32,-746.1448372144449,-0.07113028619319997,8538.0,113.0
Q-Learning,6,33,-759.1825595542765,-0.07998602662473363,8701.0,163.0
Q-Learning,6,34,-769.2202818941081,-0.07547159654008713,8834.0,133.0
Q-Learning,6,35,-777.4580042339397,-0.07163236817244865,8949.0,115.0
Q-Learning,6,36,-832.8957265737719,-0.0944424571377039,9536.0,587.0
Q-Learning,6,37,-833.2334489136035,-0.009381176106433952,9572.0,36.0
Q-Learning,6,38,-840.0711712534351,-0.06770022118645148,9673.0,101.0
Q-Learning,6,39,-843.4088935932667,-0.05057155060350929,9739.0,66.0
Q-Learning,6,40,-848.6466159330984,-0.06162026282154831,9824.0,85.0
Q-Learning,6,41,-857.9843382729299,-0.07410890745898088,9950.0,126.0
Q-Learning,6,42,-868.7220606127615,-0.07669801671308277,10090.0,140.0
Q-Learning,6,43,-869.0597829525932,-0.009381176106433952,10126.0,36.0
Q-Learning,6,44,-871.1975052924248,-0.03958745073762255,10180.0,54.0
Q-Learning,6,45,-877.1352276322564,-0.06454046021556091,10272.0,92.0
Q-Learning,6,46,-881.872949972088,-0.0592215292478951,10352.0,80.0
Q-Learning,6,47,-888.5106723119196,-0.0670477004023394,10451.0,99.0
Q-Learning,6,48,-892.6483946517512,-0.055915166754481216,10525.0,74.0
Q-Learning,6,49,-894.9861169915829,-0.041745041782707444,10581.0,56.0
Q-Learning,6,50,-902.4238393314145,-0.0695114237367439,10688.0,107.0
Q-Learning,6,51,-913.261561671246,-0.07686327900589777,10829.0,141.0
Q-Learning,6,52,-915.3992840110776,-0.03958745073762255,10883.0,54.0
Q-Learning,6,53,-917.6370063509092,-0.04068586072421122,10938.0,55.0
Q-Learning,6,54,-918.1747286907408,-0.014150587890305854,10976.0,38.0
Q-Learning,6,55,-922.3124510305724,-0.055915166754481216,11050.0,74.0
Q-Learning,6,56,-930.0501733704041,-0.07034293036210543,11160.0,110.0
Q-Learning,6,57,-930.2878957102357,-0.006792066852332062,11195.0,35.0
Q-Learning,6,58,-937.0256180500674,-0.067377223398316,11295.0,100.0
Q-Learning,6,59,-956.363340389899,-0.08556514309660032,11521.0,226.0
Q-Learning,6,60,-960.1010627297306,-0.05339603342616588,11591.0,70.0
Q-Learning,6,61,-965.3387850695623,-0.06162026282154831,11676.0,85.0
Q-Learning,6,62,-966.2765074093938,-0.02232672237694338,11718.0,42.0
Q-Learning,6,63,-978.3142297492254,-0.0786779237897489,11871.0,153.0
Q-Learning,6,64,-982.751952089057,-0.05763275766015077,11948.0,77.0
