agent,trial,episode,cumulativeReward,averageReward,cumulativeSteps,numSteps
Q-Learning,6,65,-987.5896744288887,-0.05972496715841491,12029.0,81.0
Q-Learning,6,66,-990.4273967687203,-0.04652003835789533,12090.0,61.0
Q-Learning,6,67,-1010.065119108552,-0.08575424602546583,12319.0,229.0
Q-Learning,6,68,-1015.4028414483837,-0.062066538835251234,12405.0,86.0
Q-Learning,6,69,-1015.4405637882153,-0.0011431012070188481,12438.0,33.0
Q-Learning,6,70,-1021.278286128047,-0.06415079494320444,12529.0,91.0
Q-Learning,6,71,-1025.1160084678786,-0.05405242732157199,12600.0,71.0
Q-Learning,6,72,-1027.6537308077102,-0.043753833445372696,12658.0,58.0
Q-Learning,6,73,-1031.9914531475417,-0.057075293945152754,12734.0,76.0
Q-Learning,6,74,-1034.4291754873734,-0.04276705859353713,12791.0,57.0
Q-Learning,6,75,-1036.166897827205,-0.03475444679663238,12841.0,50.0
Q-Learning,6,76,-1037.9046201670367,-0.03475444679663238,12891.0,50.0
Q-Learning,6,77,-1040.2423425068682,-0.041745041782707444,12947.0,56.0
Q-Learning,6,78,-1042.6800648467,-0.04276705859353713,13004.0,57.0
Q-Learning,6,79,-1050.9177871865315,-0.07163236817244865,13119.0,115.0
Q-Learning,6,80,-1054.6555095263632,-0.05339603342616588,13189.0,70.0
Q-Learning,6,81,-1058.0932318661949,-0.05130928865420318,13256.0,67.0
Q-Learning,6,82,-1059.9309542060264,-0.03603377136924742,13307.0,51.0
Q-Learning,6,83,-1067.968676545858,-0.07113028619319997,13420.0,113.0
Q-Learning,6,84,-1070.6063988856897,-0.04470715830223078,13479.0,59.0
Q-Learning,6,85,-1073.2441212255214,-0.04470715830223078,13538.0,59.0
Q-Learning,6,86,-1080.081843565353,-0.06770022118645148,13639.0,101.0
Q-Learning,6,87,-1081.8195659051846,-0.03475444679663238,13689.0,50.0
Q-Learning,6,88,-1082.6572882450162,-0.020432252191015177,13730.0,41.0
Q-Learning,6,89,-1085.9950105848477,-0.05057155060350929,13796.0,66.0
Q-Learning,6,90,-1090.3327329246792,-0.057075293945152754,13872.0,76.0
Q-Learning,6,91,-1095.3704552645108,-0.06069544987748924,13955.0,83.0
Q-Learning,6,92,-1095.5081776043426,-0.004050657053871237,13989.0,34.0
Q-Learning,6,93,-1099.5458999441742,-0.055311264929200146,14062.0,73.0
Q-Learning,6,94,-1100.9836222840058,-0.030589837017694046,14109.0,47.0
Q-Learning,6,95,-1107.7213446238375,-0.067377223398316,14209.0,100.0
Q-Learning,6,96,-1110.059066963669,-0.041745041782707444,14265.0,56.0
Q-Learning,6,97,-1117.5967893035006,-0.0697937253688111,14373.0,108.0
Q-Learning,6,98,-1118.6345116433322,-0.024133077670502826,14416.0,43.0
Q-Learning,6,99,-1120.9722339831637,-0.041745041782707444,14472.0,56.0
Q-Learning,7,0,-212.23772233982368,-0.09848618206024301,2155.0,2155.0
Q-Learning,7,1,-253.27544467965566,-0.09263594207637016,2598.0,443.0
Q-Learning,7,2,-270.2131670194873,-0.08385011059322593,2800.0,202.0
Q-Learning,7,3,-309.45088935931926,-0.09232405256431048,3225.0,425.0
Q-Learning,7,4,-329.98861169915097,-0.08629295100769617,3463.0,238.0
Q-Learning,7,5,-387.9263340389832,-0.09466948094743827,4075.0,612.0
Q-Learning,7,6,-428.56405637881517,-0.0925688435987061,4514.0,439.0
Q-Learning,7,7,-508.50177871864634,-0.09607899319691246,5346.0,832.0
Q-Learning,7,8,-533.1395010584781,-0.0883072485298629,5625.0,279.0
Q-Learning,7,9,-551.4772233983098,-0.08489686268440583,5841.0,216.0
Q-Learning,7,10,-592.1149457381417,-0.0925688435987061,6280.0,439.0
Q-Learning,7,11,-609.7526680779733,-0.08439101598005573,6489.0,209.0
Q-Learning,7,12,-638.4903904178052,-0.0898053823119744,6809.0,320.0
Q-Learning,7,13,-661.328112757637,-0.08750085187674989,7070.0,261.0
Q-Learning,7,14,-671.7658350974685,-0.07618775430534006,7207.0,137.0
Q-Learning,7,15,-673.4035574373002,-0.03342290489452285,7256.0,49.0
Q-Learning,7,16,-675.4412797771317,-0.038447591317577696,7309.0,53.0
Q-Learning,7,17,-690.5790021169634,-0.08227023010778049,7493.0,184.0
Q-Learning,7,18,-712.7167244567951,-0.08715638716469178,7747.0,254.0
Q-Learning,7,19,-717.0544467966267,-0.057075293945152754,7823.0,76.0
Q-Learning,7,20,-734.0921691364583,-0.08392966669867802,8026.0,203.0
Q-Learning,7,21,-750.2298914762899,-0.08318413577232797,8220.0,194.0
Q-Learning,7,22,-762.6676138161215,-0.07922116140020115,8377.0,157.0
Q-Learning,7,23,-764.6053361559531,-0.03726389115060805,8429.0,52.0
Q-Learning,7,24,-771.2430584957847,-0.0670477004023394,8528.0,99.0
Q-Learning,7,25,-781.0807808356162,-0.07509711709795107,8659.0,131.0
Q-Learning,7,26,-794.6185031754478,-0.08058168059423564,8827.0,168.0
Q-Learning,7,27,-797.9562255152795,-0.05057155060350929,8893.0,66.0
Q-Learning,7,28,-811.9939478551111,-0.08114290369844852,9066.0,173.0
Q-Learning,7,29,-821.8316701949426,-0.07509711709795107,9197.0,131.0
Q-Learning,7,30,-830.8693925347742,-0.07347741739700482,9320.0,123.0
Q-Learning,7,31,-836.9071148746058,-0.06492174558958713,9413.0,93.0
Q-Learning,7,32,-843.7448372144374,-0.06770022118645148,9514.0,101.0
Q-Learning,7,33,-847.182559554269,-0.05130928865420318,9581.0,67.0
Q-Learning,7,34,-855.6202818941006,-0.0721172849558256,9698.0,117.0
Q-Learning,7,35,-865.3580042339322,-0.074905556460243,9828.0,130.0
Q-Learning,7,36,-881.5957265737638,-0.08327037097349553,10023.0,195.0
Q-Learning,7,37,-889.7334489135955,-0.07138352929676839,10137.0,114.0
Q-Learning,7,38,-899.171171253427,-0.0743127743293826,10264.0,127.0
Q-Learning,7,39,-901.0088935932587,-0.03603377136924742,10315.0,51.0
Q-Learning,7,40,-912.3466159330902,-0.07765563246459989,10461.0,146.0
Q-Learning,7,41,-928.6843382729219,-0.08335572622363076,10657.0,196.0
Q-Learning,7,42,-934.1220606127534,-0.06250255563024834,10744.0,87.0
Q-Learning,7,43,-943.959782952585,-0.07509711709795107,10875.0,131.0
Q-Learning,7,44,-951.5975052924166,-0.07007084715441833,10984.0,109.0
Q-Learning,7,45,-955.7352276322482,-0.055915166754481216,11058.0,74.0
Q-Learning,7,46,-967.8729499720798,-0.07881637883007521,11212.0,154.0
Q-Learning,7,47,-968.7106723119115,-0.020432252191015177,11253.0,41.0
Q-Learning,7,48,-982.8483946517431,-0.08125127781512412,11427.0,174.0
Q-Learning,7,49,-985.5861169915747,-0.04562870566386026,11487.0,60.0
Q-Learning,7,50,-993.9238393314063,-0.07187691672268616,11603.0,116.0
Q-Learning,7,51,-996.4615616712379,-0.043753833445372696,11661.0,58.0
Q-Learning,7,52,-997.6992840110695,-0.02750494088514713,11706.0,45.0
Q-Learning,7,53,-999.4370063509011,-0.03475444679663238,11756.0,50.0
Q-Learning,7,54,-1006.9747286907327,-0.0697937253688111,11864.0,108.0
Q-Learning,7,55,-1007.4124510305643,-0.011830333508962766,11901.0,37.0
Q-Learning,7,56,-1011.0501733703959,-0.052720613620748,11970.0,69.0
Q-Learning,7,57,-1011.1878957102275,-0.004050657053871237,12004.0,34.0
Q-Learning,7,58,-1010.8256180500591,0.012492333109254426,12033.0,29.0
Q-Learning,7,59,-1016.9633403898907,-0.06529491850884685,12127.0,94.0
Q-Learning,7,60,-1020.6010627297223,-0.052720613620748,12196.0,69.0
Q-Learning,7,61,-1022.338785069554,-0.03475444679663238,12246.0,50.0
Q-Learning,7,62,-1025.6765074093855,-0.05057155060350929,12312.0,66.0
Q-Learning,7,63,-1026.3142297492172,-0.016351854867477502,12351.0,39.0
Q-Learning,7,64,-1028.751952089049,-0.04276705859353713,12408.0,57.0
Q-Learning,7,65,-1036.2896744288805,-0.0697937253688111,12516.0,108.0
Q-Learning,7,66,-1035.7273967687122,0.02082509852475476,12543.0,27.0
Q-Learning,7,67,-1046.3651191085437,-0.07653037654555099,12682.0,139.0
Q-Learning,7,68,-1047.2028414483752,-0.020432252191015177,12723.0,41.0
Q-Learning,7,69,-1052.8405637882067,-0.06334519482956859,12812.0,89.0
Q-Learning,7,70,-1055.3782861280383,-0.043753833445372696,12870.0,58.0
Q-Learning,7,71,-1058.51600846787,-0.04902691155986897,12934.0,64.0
Q-Learning,7,72,-1064.0537308077016,-0.06292866295263187,13022.0,88.0
Q-Learning,7,73,-1067.4914531475333,-0.05130928865420318,13089.0,67.0
Q-Learning,7,74,-1070.929175487365,-0.05130928865420318,13156.0,67.0
Q-Learning,7,75,-1074.7668978271965,-0.05405242732157199,13227.0,71.0
Q-Learning,7,76,-1074.7046201670282,0.0019461768802618157,13259.0,32.0
Q-Learning,7,77,-1074.14234250686,0.02082509852475476,13286.0,27.0
Q-Learning,7,78,-1093.6800648466915,-0.08569176464838453,13514.0,228.0
Q-Learning,7,79,-1099.717787186523,-0.06492174558958713,13607.0,93.0
Q-Learning,7,80,-1100.5555095263546,-0.020432252191015177,13648.0,41.0
Q-Learning,7,81,-1100.6932318661864,-0.004050657053871237,13682.0,34.0
Q-Learning,7,82,-1102.730954206018,-0.038447591317577696,13735.0,53.0
Q-Learning,7,83,-1106.8686765458494,-0.055915166754481216,13809.0,74.0
Q-Learning,7,84,-1109.706398885681,-0.04652003835789533,13870.0,61.0
Q-Learning,7,85,-1110.3441212255127,-0.016351854867477502,13909.0,39.0
Q-Learning,7,86,-1114.8818435653443,-0.058175927433738575,13987.0,78.0
Q-Learning,7,87,-1115.319565905176,-0.011830333508962766,14024.0,37.0
Q-Learning,7,88,-1118.5572882450076,-0.049811112920486365,14089.0,65.0
Q-Learning,7,89,-1122.3950105848392,-0.05405242732157199,14160.0,71.0
Q-Learning,7,90,-1122.7327329246707,-0.009381176106433952,14196.0,36.0
Q-Learning,7,91,-1124.5704552645022,-0.03603377136924742,14247.0,51.0
Q-Learning,7,92,-1127.508177604334,-0.04738261838438088,14309.0,62.0
Q-Learning,7,93,-1127.8458999441655,-0.009381176106433952,14345.0,36.0
Q-Learning,7,94,-1128.883622283997,-0.024133077670502826,14388.0,43.0
Q-Learning,7,95,-1130.1213446238287,-0.02750494088514713,14433.0,45.0
Q-Learning,7,96,-1130.5590669636604,-0.011830333508962766,14470.0,37.0
Q-Learning,7,97,-1130.996789303492,-0.011830333508962766,14507.0,37.0
Q-Learning,7,98,-1130.7345116433237,0.008742588672279276,14537.0,30.0
Q-Learning,7,99,-1132.1722339831554,-0.030589837017694046,14584.0,47.0
Q-Learning,8,0,-11.837722339831583,-0.07839551218431512,151.0,151.0
Q-Learning,8,1,-21.475444679663173,-0.07471102589016737,280.0,129.0
Q-Learning,8,2,-170.21316701949047,-0.09785376469725479,1800.0,1520.0
Q-Learning,8,3,-183.75088935932206,-0.08058168059423564,1968.0,168.0
Q-Learning,8,4,-241.58861169915428,-0.09466075669366976,2579.0,611.0
Q-Learning,8,5,-258.92633403898594,-0.08416370067879439,2785.0,206.0
Q-Learning,8,6,-267.76405637881754,-0.073039027601914,2906.0,121.0
Q-Learning,8,7,-303.6017787186494,-0.0916565788742504,3297.0,391.0
Q-Learning,8,8,-314.439501058481,-0.07686327900589777,3438.0,141.0
Q-Learning,8,9,-321.9772233983126,-0.0697937253688111,3546.0,108.0
Q-Learning,8,10,-361.01494573814455,-0.09228775966863345,3969.0,423.0
Q-Learning,8,11,-386.95266807797634,-0.08882781623230057,4261.0,292.0
Q-Learning,8,12,-399.8903904178079,-0.07986248357920728,4423.0,162.0
Q-Learning,8,13,-437.92811275763984,-0.09210102261460518,4836.0,413.0
Q-Learning,8,14,-446.4658350974714,-0.0723535791511152,4954.0,118.0
Q-Learning,8,15,-450.10355743730304,-0.052720613620748,5023.0,69.0
Q-Learning,8,16,-466.54127977713466,-0.0834402149230032,5220.0,197.0
Q-Learning,8,17,-508.37900211696666,-0.0927665683810022,5671.0,451.0
Q-Learning,8,18,-519.6167244567982,-0.07750153337814886,5816.0,145.0
Q-Learning,8,19,-528.6544467966298,-0.07347741739700482,5939.0,123.0
Q-Learning,8,20,-537.2921691364614,-0.07258590201539154,6058.0,119.0
Q-Learning,8,21,-548.329891476293,-0.07718686950931179,6201.0,143.0
Q-Learning,8,22,-554.3676138161246,-0.06492174558958713,6294.0,93.0
Q-Learning,8,23,-573.7053361559563,-0.08556514309660032,6520.0,226.0
Q-Learning,8,24,-582.3430584957879,-0.07258590201539154,6639.0,119.0
Q-Learning,8,25,-588.5807808356195,-0.06566023515612213,6734.0,95.0
Q-Learning,8,26,-590.7185031754511,-0.03958745073762255,6788.0,54.0
Q-Learning,8,27,-612.5562255152828,-0.08700287784793509,7039.0,251.0
Q-Learning,8,28,-627.3939478551144,-0.08197636651840666,7220.0,181.0
Q-Learning,8,29,-630.431670194946,-0.048217814917962135,7283.0,63.0
Q-Learning,8,30,-633.3693925347776,-0.04738261838438088,7345.0,62.0
Q-Learning,8,31,-641.5071148746092,-0.07138352929676839,7459.0,114.0
Q-Learning,8,32,-641.2448372144408,0.008742588672279276,7489.0,30.0
Q-Learning,8,33,-646.3825595542725,-0.06116336118847151,7573.0,84.0
Q-Learning,8,34,-659.0202818941041,-0.07948253043919233,7732.0,159.0
Q-Learning,8,35,-673.9580042339356,-0.08207539747160224,7914.0,182.0
Q-Learning,8,36,-679.2957265737673,-0.062066538835251234,8000.0,86.0
Q-Learning,8,37,-693.3334489135989,-0.08114290369844852,8173.0,173.0
Q-Learning,8,38,-696.2711712534305,-0.04738261838438088,8235.0,62.0
Q-Learning,8,39,-714.4088935932621,-0.08475571186837222,8449.0,214.0
Q-Learning,8,40,-719.9466159330937,-0.06292866295263187,8537.0,88.0
Q-Learning,8,41,-721.1843382729253,-0.02750494088514713,8582.0,45.0
Q-Learning,8,42,-723.4220606127569,-0.04068586072421122,8637.0,55.0
Q-Learning,8,43,-731.6597829525886,-0.07163236817244865,8752.0,115.0
Q-Learning,8,44,-737.0975052924201,-0.06250255563024834,8839.0,87.0
Q-Learning,8,45,-742.3352276322518,-0.06162026282154831,8924.0,85.0
Q-Learning,8,46,-743.8729499720833,-0.03203588207982541,8972.0,48.0
Q-Learning,8,47,-750.110672311915,-0.06566023515612213,9067.0,95.0
Q-Learning,8,48,-757.0483946517465,-0.06801688568462354,9169.0,102.0
Q-Learning,8,49,-767.0861169915781,-0.07547159654008713,9302.0,133.0
Q-Learning,8,50,-779.0238393314097,-0.0785376469725762,9454.0,152.0
Q-Learning,8,51,-787.4615616712413,-0.0721172849558256,9571.0,117.0
Q-Learning,8,52,-795.4992840110729,-0.07113028619319997,9684.0,113.0
Q-Learning,8,53,-810.2370063509045,-0.08187623522128669,9864.0,180.0
Q-Learning,8,54,-811.3747286907361,-0.025857325905264118,9908.0,44.0
Q-Learning,8,55,-815.9124510305677,-0.058175927433738575,9986.0,78.0
Q-Learning,8,56,-816.7501733703994,-0.020432252191015177,10027.0,41.0
Q-Learning,8,57,-822.587895710231,-0.06415079494320444,10118.0,91.0
Q-Learning,8,58,-824.9256180500627,-0.041745041782707444,10174.0,56.0
Q-Learning,8,59,-828.0633403898943,-0.04902691155986897,10238.0,64.0
Q-Learning,8,60,-838.4010627297258,-0.07601266426346756,10374.0,136.0
Q-Learning,8,61,-839.9387850695574,-0.03203588207982541,10422.0,48.0
Q-Learning,8,62,-844.176507409389,-0.05650296453108813,10497.0,75.0
Q-Learning,8,63,-850.8142297492207,-0.0670477004023394,10596.0,99.0
Q-Learning,8,64,-853.2519520890522,-0.04276705859353713,10653.0,57.0
Q-Learning,8,65,-854.3896744288838,-0.025857325905264118,10697.0,44.0
Q-Learning,8,66,-860.6273967687155,-0.06566023515612213,10792.0,95.0
Q-Learning,8,67,-862.9651191085471,-0.041745041782707444,10848.0,56.0
Q-Learning,8,68,-869.1028414483787,-0.06529491850884685,10942.0,94.0
Q-Learning,8,69,-869.8405637882104,-0.018443058495790567,10982.0,40.0
Q-Learning,8,70,-877.378286128042,-0.0697937253688111,11090.0,108.0
Q-Learning,8,71,-886.3160084678735,-0.07326001917894748,11212.0,122.0
Q-Learning,8,72,-889.3537308077051,-0.048217814917962135,11275.0,63.0
Q-Learning,8,73,-896.3914531475367,-0.06832740135758834,11378.0,103.0
Q-Learning,8,74,-895.3291754873683,0.04828534818947177,11400.0,22.0
Q-Learning,8,75,-903.4668978271999,-0.07138352929676839,11514.0,114.0
Q-Learning,8,76,-906.2046201670315,-0.04562870566386026,11574.0,60.0
Q-Learning,8,77,-906.0423425068632,0.005234763231238006,11605.0,31.0
Q-Learning,8,78,-906.9800648466947,-0.02232672237694338,11647.0,42.0
Q-Learning,8,79,-911.7177871865264,-0.0592215292478951,11727.0,80.0
Q-Learning,8,80,-915.855509526358,-0.055915166754481216,11801.0,74.0
Q-Learning,8,81,-916.2932318661896,-0.011830333508962766,11838.0,37.0
Q-Learning,8,82,-918.7309542060211,-0.04276705859353713,11895.0,57.0
Q-Learning,8,83,-918.8686765458527,-0.004050657053871237,11929.0,34.0
Q-Learning,8,84,-919.7063988856844,-0.020432252191015177,11970.0,41.0
Q-Learning,8,85,-921.344121225516,-0.03342290489452285,12019.0,49.0
Q-Learning,8,86,-925.9818435653476,-0.058705346073817825,12098.0,79.0
Q-Learning,8,87,-931.0195659051792,-0.06069544987748924,12181.0,83.0
Q-Learning,8,88,-931.9572882450108,-0.02232672237694338,12223.0,42.0
Q-Learning,8,89,-941.6950105848424,-0.074905556460243,12353.0,130.0
Q-Learning,8,90,-947.732732924674,-0.06492174558958713,12446.0,93.0
Q-Learning,8,91,-950.5704552645057,-0.04652003835789533,12507.0,61.0
Q-Learning,8,92,-952.0081776043372,-0.030589837017694046,12554.0,47.0
Q-Learning,8,93,-952.5458999441688,-0.014150587890305854,12592.0,38.0
Q-Learning,8,94,-954.2836222840004,-0.03475444679663238,12642.0,50.0
Q-Learning,8,95,-954.0213446238321,0.008742588672279276,12672.0,30.0
Q-Learning,8,96,-960.1590669636637,-0.06529491850884685,12766.0,94.0
Q-Learning,8,97,-964.2967893034953,-0.055915166754481216,12840.0,74.0
Q-Learning,8,98,-965.0345116433269,-0.018443058495790567,12880.0,40.0
Q-Learning,8,99,-968.9722339831585,-0.054690588053216825,12952.0,72.0
Q-Learning,9,0,-43.437722339832014,-0.09301439473197433,467.0,467.0
Q-Learning,9,1,-95.67544467966415,-0.09412202223393178,1022.0,555.0
Q-Learning,9,2,-146.21316701949627,-0.09393628687701136,1560.0,538.0
Q-Learning,9,3,-156.55088935932787,-0.07601266426346756,1696.0,136.0
Q-Learning,9,4,-249.08861169915832,-0.09659469972842427,2654.0,958.0
Q-Learning,9,5,-273.9263340389901,-0.08839047096025533,2935.0,281.0
Q-Learning,9,6,-308.16405637882195,-0.09130059290621835,3310.0,375.0
Q-Learning,9,7,-317.1017787186535,-0.07326001917894748,3432.0,122.0
Q-Learning,9,8,-339.53950105848526,-0.08730631260634909,3689.0,257.0
Q-Learning,9,9,-389.87722339831737,-0.09391366108177633,4225.0,536.0
Q-Learning,9,10,-406.914945738149,-0.08392966669867802,4428.0,203.0
Q-Learning,9,11,-422.0526680779806,-0.08227023010778049,4612.0,184.0
Q-Learning,9,12,-432.2903904178122,-0.0758349802950488,4747.0,135.0
Q-Learning,9,13,-460.528112757644,-0.08964356298359301,5062.0,315.0
Q-Learning,9,14,-466.7658350974756,-0.06566023515612213,5157.0,95.0
Q-Learning,9,15,-473.8035574373072,-0.06832740135758834,5260.0,103.0
Q-Learning,9,16,-508.64127977713906,-0.09143759144312832,5641.0,381.0
Q-Learning,9,17,-513.3790021169707,-0.0592215292478951,5721.0,80.0
Q-Learning,9,18,-541.9167244568025,-0.08974126521959687,6039.0,318.0
Q-Learning,9,19,-555.6544467966341,-0.08081013141077406,6209.0,170.0
Q-Learning,9,20,-561.2921691364658,-0.06334519482956859,6298.0,89.0
Q-Learning,9,21,-592.8298914762976,-0.09062563890756277,6646.0,348.0
Q-Learning,9,22,-597.9676138161292,-0.06116336118847151,6730.0,84.0
Q-Learning,9,23,-631.3053361559611,-0.09108667305964992,7096.0,366.0
Q-Learning,9,24,-638.3430584957927,-0.06832740135758834,7199.0,103.0
Q-Learning,9,25,-646.9807808356243,-0.07258590201539154,7318.0,119.0
Q-Learning,9,26,-656.5185031754559,-0.0745134557799343,7446.0,128.0
Q-Learning,9,27,-661.1562255152875,-0.058705346073817825,7525.0,79.0
Q-Learning,9,28,-681.3939478551191,-0.08611796740353908,7760.0,235.0
Q-Learning,9,29,-680.9316701949507,0.016509916434584944,7788.0,28.0
Q-Learning,9,30,-699.6693925347823,-0.08517146518105301,8008.0,220.0
Q-Learning,9,31,-713.5071148746139,-0.08092235286451223,8179.0,171.0
Q-Learning,9,32,-722.1448372144455,-0.07258590201539154,8298.0,119.0
Q-Learning,9,33,-728.6825595542771,-0.06671145244726125,8396.0,98.0
Q-Learning,9,34,-741.6202818941086,-0.07986248357920728,8558.0,162.0
Q-Learning,9,35,-746.0580042339402,-0.05763275766015077,8635.0,77.0
Q-Learning,9,36,-746.8957265737719,-0.020432252191015177,8676.0,41.0
Q-Learning,9,37,-754.6334489136035,-0.07034293036210543,8786.0,110.0
Q-Learning,9,38,-773.8711712534351,-0.08550098817702964,9011.0,225.0
Q-Learning,9,39,-778.3088935932667,-0.05763275766015077,9088.0,77.0
Q-Learning,9,40,-778.1466159330984,0.005234763231238006,9119.0,31.0
Q-Learning,9,41,-786.9843382729299,-0.073039027601914,9240.0,121.0
Q-Learning,9,42,-801.7220606127615,-0.08187623522128669,9420.0,180.0
Q-Learning,9,43,-818.4597829525932,-0.08368861169915817,9620.0,200.0
Q-Learning,9,44,-821.3975052924247,-0.04738261838438088,9682.0,62.0
Q-Learning,9,45,-831.9352276322563,-0.07636030681037383,9820.0,138.0
Q-Learning,9,46,-834.772949972088,-0.04652003835789533,9881.0,61.0
Q-Learning,9,47,-836.3106723119196,-0.03203588207982541,9929.0,48.0
Q-Learning,9,48,-836.1483946517512,0.005234763231238006,9960.0,31.0
Q-Learning,9,49,-836.8861169915829,-0.018443058495790567,10000.0,40.0
Q-Learning,9,50,-838.5238393314145,-0.03342290489452285,10049.0,49.0
Q-Learning,9,51,-842.961561671246,-0.05763275766015077,10126.0,77.0
Q-Learning,9,52,-844.0992840110777,-0.025857325905264118,10170.0,44.0
Q-Learning,9,53,-849.3370063509093,-0.06162026282154831,10255.0,85.0
Q-Learning,9,54,-853.7747286907409,-0.05763275766015077,10332.0,77.0
Q-Learning,9,55,-855.7124510305724,-0.03726389115060805,10384.0,52.0
Q-Learning,9,56,-859.5501733704041,-0.05405242732157199,10455.0,71.0
Q-Learning,9,57,-867.1878957102357,-0.07007084715441833,10564.0,109.0
Q-Learning,9,58,-868.0256180500674,-0.020432252191015177,10605.0,41.0
Q-Learning,9,59,-873.0633403898989,-0.06069544987748924,10688.0,83.0
Q-Learning,9,60,-878.1010627297305,-0.06069544987748924,10771.0,83.0
Q-Learning,9,61,-883.0387850695621,-0.0602161260955074,10853.0,82.0
Q-Learning,9,62,-885.8765074093938,-0.04652003835789533,10914.0,61.0
Q-Learning,9,63,-889.4142297492253,-0.05202532852693548,10982.0,68.0
Q-Learning,9,64,-900.4519520890569,-0.07718686950931179,11125.0,143.0
Q-Learning,9,65,-900.4896744288885,-0.0011431012070188481,11158.0,33.0
Q-Learning,9,66,-903.8273967687202,-0.05057155060350929,11224.0,66.0
Q-Learning,9,67,-907.7651191085517,-0.054690588053216825,11296.0,72.0
Q-Learning,9,68,-909.2028414483833,-0.030589837017694046,11343.0,47.0
Q-Learning,9,69,-915.040563788215,-0.06415079494320444,11434.0,91.0
Q-Learning,9,70,-915.1782861280466,-0.004050657053871237,11468.0,34.0
Q-Learning,9,71,-927.6160084678781,-0.07922116140020115,11625.0,157.0
Q-Learning,9,72,-930.5537308077097,-0.04738261838438088,11687.0,62.0
Q-Learning,9,73,-939.6914531475413,-0.07369130919219026,11811.0,124.0
Q-Learning,9,74,-944.7291754873729,-0.06069544987748924,11894.0,83.0
Q-Learning,9,75,-944.9668978272045,-0.006792066852332062,11929.0,35.0
Q-Learning,9,76,-948.6046201670362,-0.052720613620748,11998.0,69.0
Q-Learning,9,77,-950.8423425068678,-0.04068586072421122,12053.0,55.0
Q-Learning,9,78,-952.7800648466994,-0.03726389115060805,12105.0,52.0
Q-Learning,9,79,-957.117787186531,-0.057075293945152754,12181.0,76.0
Q-Learning,9,80,-958.8555095263627,-0.03475444679663238,12231.0,50.0
Q-Learning,9,81,-962.2932318661942,-0.05130928865420318,12298.0,67.0
Q-Learning,9,82,-963.6309542060259,-0.029080920431122183,12344.0,46.0
Q-Learning,9,83,-968.0686765458574,-0.05763275766015077,12421.0,77.0
Q-Learning,9,84,-973.106398885689,-0.06069544987748924,12504.0,83.0
Q-Learning,9,85,-973.8441212255207,-0.018443058495790567,12544.0,40.0
Q-Learning,9,86,-975.7818435653522,-0.03726389115060805,12596.0,52.0
Q-Learning,9,87,-987.2195659051838,-0.07780763496484071,12743.0,147.0
Q-Learning,9,88,-988.5572882450155,-0.029080920431122183,12789.0,46.0
Q-Learning,9,89,-987.995010584847,0.02082509852475476,12816.0,27.0
Q-Learning,9,90,-990.1327329246786,-0.03958745073762255,12870.0,54.0
Q-Learning,9,91,-991.6704552645102,-0.03203588207982541,12918.0,48.0
Q-Learning,9,92,-991.3081776043418,0.012492333109254426,12947.0,29.0
Q-Learning,9,93,-991.7458999441734,-0.011830333508962766,12984.0,37.0
Q-Learning,9,94,-993.383622284005,-0.03342290489452285,13033.0,49.0
Q-Learning,9,95,-994.2213446238367,-0.020432252191015177,13074.0,41.0
Q-Learning,9,96,-1000.7590669636683,-0.06671145244726125,13172.0,98.0
Q-Learning,9,97,-1003.6967893034998,-0.04738261838438088,13234.0,62.0
Q-Learning,9,98,-1006.3345116433314,-0.04470715830223078,13293.0,59.0
Q-Learning,9,99,-1007.6722339831631,-0.029080920431122183,13339.0,46.0
